Symbol,itemname
A088290,이원컴포텍
A088350,한화생명
A088390,이녹스
A088790,진도
A088800,에이스테크
A088910,동우팜투테이블
A089010,켐트로닉스
A089030,테크윙
A089140,넥스턴
A089150,케이씨티
A089230,THE E&M
A089470,HDC현대EP
A089530,에이티세미콘
A089590,제주항공
A089600,나스미디어
A089790,제이티
A089850,유비벨록스
A089890,코세스
A089970,에이피티씨
A089980,상아프론테크
A090080,평화산업
A090150,광진윈텍
A090350,노루페인트
A090360,로보스타
A090370,메타랩스
A090410,덕신하우징
A090430,아모레퍼시픽
A090460,비에이치
A090470,제이스텍
A090710,휴림로봇
A090730,SIMPAC Metal
A090740,아이엠이연이
A090850,이지웰
A091090,세원셀론텍
A091120,이엠텍
A091340,S&K폴리텍
A091440,텔레필드
A091580,상신이디피
A091590,남화토건
A091700,파트론
A091810,티웨이항공
A091970,나노캠텍
A091990,셀트리온헬스케어
A092040,아미코젠
A092070,디엔에프
A092130,이크레더블
A092190,서울바이오시스
A092200,디아이씨
A092220,KEC
A092230,KPX홀딩스
A092300,현우산업
A092440,기신정기
A092460,한라IMS
A092600,앤씨앤
A092730,네오팜
A092780,동양피스톤
A092870,엑시콘
A093050,LF
A093190,빅솔론
A093230,이아이디
A093240,형지엘리트
A093320,케이아이엔엑스
A093370,후성
A093380,풍강
A093520,매커스
A093640,다믈멀티미디어
A093920,서원인텍
A094170,동운아나텍
A094190,이엘케이
A094280,효성ITX
A094360,칩스앤미디어
A094480,갤럭시아컴즈
A094820,일진파워
A094840,슈프리마에이치큐
A094850,참좋은여행
A094860,코닉글로리
A094940,푸른기술
A094970,제이엠티
A095190,이엠코리아
A095270,웨이브일렉트로
A095340,ISC
A095500,미래나노텍
A095570,AJ네트웍스
A095610,테스
A095660,네오위즈
A095700,제넥신
A095720,웅진씽크빅
A095910,에스에너지
A096040,이트론
A096240,청담러닝
A096350,대창솔루션
A096530,씨젠
A096610,알에프세미
A096630,에스코넥
A096640,멜파스
A096690,에이루트
A096760,JW홀딩스
A096770,SK이노베이션
A096870,엘디티
A097230,한진중공업
A097520,엠씨넥스
A097780,에스맥
A097800,윈팩
A097870,효성오앤비
A097950,CJ제일제당
A098120,마이크로컨텍솔
A098460,고영
A098660,에스티오
A099190,아이센스
A099220,SDN
A099320,쎄트렉아이
A099410,동방선기
A099440,스맥
A099520,ITX엠투엠
A099660,신텍
A099750,이지케어텍
A100030,모바일리더
A100090,삼강엠앤티
A100120,뷰웍스
A100130,동국S&C
A100220,비상교육
A100250,진양홀딩스
A100590,머큐리
A100660,서암기계공업
A100700,세운메디칼
A100790,미래에셋벤처투자
A100840,S&TC
A101000,상상인인더스트리
A101060,SBS미디어홀딩스
A101140,비티원
A101160,월덱스
A101170,우림기계
A101240,씨큐브
A101330,모베이스
A101360,이엔드디
A101390,아이엠
A101400,엔시트론
A101490,에스앤에스텍
A101530,해태제과식품
A101670,코리아에스이
A101680,한국정밀기계
A101730,조이맥스
A101930,인화정공
A102120,어보브반도체
A102210,해덕파워웨이
A102260,동성코퍼레이션
A102280,쌍방울
A102460,이연제약
A102710,이엔에프테크놀로지
A102940,코오롱생명과학
A103130,웅진에너지
A103140,풍산
A103230,에스앤더블류
A103590,일진전기
A103840,우양
A104040,대성파인텍
A104200,NHN벅스
A104460,디와이피엔에프
A104480,티케이케미칼
A104540,코렌텍
A104620,노랑풍선
A104700,한국철강
A104830,원익머트리얼즈
A105330,케이엔더블유
A105550,트루윈
A105560,KB금융
A105630,한세실업
A105740,디케이락
A105840,우진
A106080,하이소닉
A106190,하이텍팜
A106240,파인테크닉스
A106520,디지탈옵틱
A107590,미원홀딩스
A108230,톱텍
A108320,실리콘웍스
A108380,대양전기공업
A108490,로보티즈
A108670,LG하우시스
A108790,인터파크
A108860,셀바스AI
A109070,컨버즈
A109080,옵티시스
A109610,에스와이
A109740,디에스케이
A109820,진매트릭스
A109860,동일금속
A109960,에이프로젠 H&G
A110020,전진바이오팜
A110790,크리스에프앤씨
A110990,디아이티
A111110,호전실업
A111710,남화산업
A111770,영원무역
A111820,지와이커머스
A111870,삼본전자
A112040,위메이드
A112240,에스에프씨
A112610,씨에스윈드
A113810,디젠스
A114090,GKL
A114120,크루셜텍
A114190,강원
A114450,KPX생명과학
A114570,지스마트글로벌
A114630,우노앤컴퍼니
A114810,아이원스
A115160,휴맥스
A115180,큐리언트
A115310,인포바인
A115390,락앤락
A115440,우리넷
A115450,지트리비앤티
A115480,씨유메디칼
A115500,케이씨에스
A115530,씨엔플러스
A115570,스타플렉스
A115610,이미지스
A115960,연우
A117580,대성에너지
A117670,알파홀딩스
A117730,티로보틱스
A118000,우리들휴브레인
A118990,모트렉스
A119500,포메탈
A119610,인터로조
A119650,KC코트렐
A119830,아이텍
A119850,지엔씨에너지
A119860,다나와
A120030,조선선재
A120110,코오롱인더
A120240,대정화금
A121440,골프존뉴딘홀딩스
A121600,나노신소재
A121800,비덴트
A121850,코이즈
A121890,에스디시스템
A122310,제노레이
A122350,삼기오토모티브
A122450,KMH
A122640,예스티
A122690,서진오토모티브
A122800,썬텍
A122870,와이지엔터테인먼트
A122900,아이마켓코리아
A122990,와이솔
A123010,아이에이네트웍스
A123040,엠에스오토텍
A123100,원익테라세미콘
A123260,파인넥스
A123330,제닉
A123410,코리아에프티
A123420,선데이토즈
A123570,이엠넷
A123690,한국화장품
A123700,SJM
A123750,알톤스포츠
A123840,한일진공
A123860,아나패스
A123890,한국자산신탁
A124500,아이티센
A124560,태웅로직스
A125210,아모그린텍
A126560,현대에이치씨엔
A126600,코프라
A126640,화신정공
A126700,하이비젼시스템
A126870,뉴로스
A126880,제이엔케이히터
A127120,디엔에이링크
A127160,매직마이크로
A127710,아시아경제
A128540,에코캡
A128660,피제이메탈
A128820,대성산업
A128940,한미약품
A129260,인터지스
A130500,GH신소재
A130580,나이스디앤비
A130660,한전산업
A130740,티피씨글로벌
A130960,CJ E&M
A131030,디에이치피코리아
A131090,시큐브
A131100,스카이이앤엠
A131180,딜리
A131220,대한과학
A131290,티에스이
A131370,알서포트
A131390,피앤이솔루션
A131400,액트
A131760,파인텍
A131970,테스나
A133750,메가엠디
A133820,화인베스틸
A134060,이퓨쳐
A134380,미원화학
A134580,디엠티
A134780,화진
A134790,시디즈
A136480,하림
A136490,선진
A136510,쎄미시스코
A136540,윈스
A137400,피엔티
A137940,넥스트아이
A137950,제이씨케미칼
A138040,메리츠금융지주
A138070,신진에스엠
A138080,오이솔루션
A138250,엔에스쇼핑
A138360,에이씨티
A138490,코오롱플라스틱
A138580,비즈니스온
A138610,나이벡
A138690,엘아이에스
A138930,BNK금융지주
A139050,데일리블록체인
A139130,DGB금융지주
A139480,이마트
A139670,키네마스터
A140070,서플러스글로벌
A140410,메지온
A140520,대창스틸
A140670,알에스오토메이션
A140860,파크시스템스
A141000,비아트론
A141020,포티스
A141070,맥스로텍
A141080,레고켐바이오
A142210,유니트론텍
A142280,녹십자엠에스
A142760,바이오리더스
A143160,아이디스
A143210,핸즈코퍼레이션
A143240,사람인에이치알
A143540,영우디에스피
A144510,녹십자랩셀
A144620,코오롱머티리얼
A144960,뉴파워프라즈마
A145020,휴젤
A145210,세화아이엠씨
A145720,덴티움
A145990,삼양사
A147760,마이크로프랜드
A147830,제룡산업
A148140,비디아이
A148150,세경하이테크
A148250,알엔투테크놀로지
A149940,모다
A149950,아바텍
A149980,하이로닉
A150840,인트로메딕
A150900,파수
A151860,KG ETS
A151910,나노스
A152330,코리아오토글라스
A153460,네이블
A153490,우리이앤엘
A153710,옵티팜
A154030,아시아종묘
A154040,솔루에타
A155650,와이엠씨
A155660,DSR
A155960,지디
A156100,엘앤케이바이오
A158310,스타모빌리티
A158430,아톤
A159580,제로투세븐
A159910,스킨앤스킨
A160550,NEW
A160600,이큐셀
A160980,싸이맥스
A161000,애경유화
A161390,한국타이어앤테크놀로지
A161570,THE MIDONG
A161580,필옵틱스
A161890,한국콜마
A163560,동일고무벨트
A164060,이루다
A166090,하나머티리얼즈
A166480,코아스템
A168330,내츄럴엔도텍
A169330,마크로밀엠브레인
A170030,현대공업
A170790,파이오링크
A170900,동아에스티
A170920,엘티씨
A171010,램테크놀러지
A171090,선익시스템
A171120,라이온켐텍
A173130,오파스넷
A173940,에프엔씨엔터
A174880,장원테크
A174900,앱클론
A175140,인포마크
A175250,아이큐어
A175330,JB금융지주
A176440,에이치엔티
A177350,베셀
A177830,파버나인
A178320,서진시스템
A178780,유테크
A178920,PI첨단소재
A179290,엠아이텍
A179900,유티아이
A180400,캔서롭
A180640,한진칼
A181340,이즈미디어
A181710,NHN
A182360,큐브엔터
A182400,엔케이맥스
A182690,테라셈
A183190,아세아시멘트
A183300,코미코
A183490,엔지켐생명과학
A184230,SGA솔루션즈
A185490,아이진
A185750,종근당
A186230,그린플러스
A187220,디티앤씨
A187270,신화콘텍
A187420,제노포커스
A187790,나노
A187870,디바이스이엔지
A189300,인텔리안테크
A189690,포시에스
A189860,서전기전
A189980,흥국에프엔비
A190510,나무가
A190650,코리아에셋투자증권
A191410,육일씨엔에쓰
A191420,테고사이언스
A192080,더블유게임즈
A192250,케이사인
A192390,윈하이텍
A192400,쿠쿠홀딩스
A192410,감마누
A192440,슈피겐코리아
A192530,광주은행
A192650,드림텍
A192820,코스맥스
A193250,와이제이엠게임즈
A194370,제이에스코퍼레이션
A194480,데브시스터즈
A194510,파티게임즈
A194610,우성아이비
A194700,노바렉스
A195440,퓨전
A195500,마니커에프앤지
A195870,해성디에스
A195990,에이비프로바이오
A196170,알테오젠
A196300,애니젠
A196450,디오스텍
A196490,디에이테크놀로지
A196700,웹스
A197140,디지캡
A197210,리드
A198080,엔피디
A198440,고려시멘트
A200130,콜마비앤에이치
A200230,텔콘RF제약
A200470,에이팩트
A200670,휴메딕스
A200710,에이디테크놀로지
A200780,비씨월드제약
A200880,서연이화
A201490,미투온
A203450,유니온커뮤니티
A203650,드림시큐리티
A203690,프로스테믹스
A204020,그리티
A204270,제이앤티씨
A204320,만도
A204620,글로벌텍스프리
A204630,플리트 엔터테인먼트
A204840,지엘팜텍
A204990,코썬바이오
A205100,엑셈
A205470,휴마시스
A205500,액션스퀘어
A206400,엔터메이트
A206560,덱스터
A206640,바디텍메드
A206650,유바이오로직스
A207760,미스터블루
A207940,삼성바이오로직스
A208140,정다운
A208340,파멥신
A208350,지란지교시큐리티
A208370,셀바스헬스케어
A208640,썸에이지
A208710,바이오로그디바이스
A208860,엔지스테크널러지
A210540,디와이파워
A210980,SK디앤디
A211270,AP위성
A212560,네오오토
A213090,미래테크놀로지
A213420,덕산네오룩스
A213500,한솔제지
A214150,클래시스
A214180,민앤지
A214260,라파스
A214270,퓨쳐스트림네트웍스
A214310,세미콘라이트
A214320,이노션
A214330,금호에이치티
A214370,케어젠
A214390,경보제약
A214420,토니모리
A214430,아이쓰리시스템
A214450,파마리서치프로덕트
A214680,디알텍
A214870,뉴지랩
A215000,골프존
A215090,이디티
A215100,로보로보
A215200,메가스터디교육
A215360,우리산업
A215380,우정바이오
A215480,토박스코리아
A215600,신라젠
A215790,이노인스트루먼트
A216050,인크로스
A216080,제테마
A217190,제너셈
A217270,넵튠
A217330,싸이토젠
A217480,에스디생명공학
A217500,러셀
A217600,켐온
A217620,디딤
A217730,강스템바이오텍
A217820,엔에스
A218150,미래생명자원
A218410,RFHIC
A219130,타이거일렉
A219420,링크제니시스
A219550,MP한강
A219750,지티지웰니스
A220100,퓨쳐켐
A220180,핸디소프트
A220260,켐트로스
A220630,해마로푸드서비스
A221610,자안
A221840,하이즈항공
A221980,케이디켐
A222040,코스맥스엔비티
A222080,씨아이에스
A222110,팬젠
A222420,쎄노텍
A222800,심텍
A222810,한류AI센터
A222980,한국맥널티
A223250,드림씨아이에스
A223310,경남제약헬스케어
A224060,코디엠
A224110,에이텍티앤
A225190,삼양옵틱스
A225220,제놀루션
A225330,씨엠에스에듀
A225430,케이엠제약
A225530,보광산업
A225570,넷게임즈
A225590,패션플랫폼
A225650,쿠첸
A226320,잇츠한불
A226330,신테카바이오
A226340,본느
A226350,아이엠텍
A226360,이엑스티
A226400,오스테오닉
A226440,한송네오텍
A226850,키움스팩4호
A226950,올릭스
A227100,디자인
A227610,아우딘퓨쳐스
A227840,현대코퍼레이션홀딩스
A227950,마이크로텍
A228340,동양파일
A228670,레이
A228760,지노믹트리
A228850,레이언스
A229000,젠큐릭스
A229640,LS전선아시아
A230240,에치에프알
A230360,에코마케팅
A230490,동부제4호스팩
A230980,솔트웍스
A232140,와이아이케이
A232270,케이비제9호스팩
A232330,SK3호스팩
A234080,JW생명과학
A234100,세원
A234300,에스트래픽
A234340,세틀뱅크
A234690,녹십자웰빙
A234920,자이글
A235010,하이에이아이1호스팩
A235980,메드팩토
A236200,슈프리마
A237690,에스티팜
A237750,피앤씨테크
A237820,플레이디
A237880,클리오
A238090,앤디포스
A238120,로고스바이오
A238200,비피도
A238490,힘스
A239340,줌인터넷
A239610,에이치엘사이언스
A240540,한국4호스팩
A240810,원익IPS
A241520,DSC인베스트먼트
A241560,두산밥캣
A241590,화승엔터프라이즈
A241690,유니테크노
A241710,코스메카코리아
A241770,메카로
A241790,오션브릿지
A241820,피씨엘
A241840,에이스토리
A242040,나무기술
A243070,휴온스
A243840,신흥에스이씨
A244460,올리패스
A245620,EDGC
A246690,TS인베스트먼트
A246710,티앤알바이오팹
A246720,아스타
A246960,이노테라피
A247540,에코프로비엠
A248170,샘표식품
A249420,일동제약
A250000,보라티알
A250060,모비스
A250930,예선테크
A251270,넷마블
A251370,와이엠티
A251630,브이원텍
A251970,펌텍코리아
A252500,세화피앤씨
A253450,스튜디오드래곤
A253590,네오셈
A253840,수젠텍
A254120,자비스
A255220,SG
A255440,야스
A256150,한독크린텍
A256630,포인트엔지니어링
A256840,한국비엔씨
A256940,케이피에스
A257370,명성티엔에스
A257730,신한제3호스팩
A258610,이더블유케이
A258790,소프트캠프
A258830,세종메디칼
A259630,엠플러스
A260660,알리코제약
A260930,씨티케이코스메틱스
A261200,덴티스
A262260,에이프로
A262830,대신밸런스제4호스팩
A263020,디케이앤디
A263050,유틸렉스
A263540,샘코
A263600,덕우전자
A263690,디알젬
A263700,케어랩스
A263720,디앤씨미디어
A263750,펄어비스
A263770,유에스티
A263800,데이타솔루션
A263810,상신전자
A263860,지니언스
A263920,블러썸엠앤씨
A264290,한화에이스스팩3호
A264450,유비쿼스
A264660,씨앤지하이테크
A264850,이랜시스
A264900,크라운제과
A265480,미래에셋대우스팩1호
A265520,AP시스템
A265560,영화테크
A265920,한화수성스팩
A267250,현대중공업지주
A267260,현대일렉트릭
A267270,현대건설기계
A267290,경동도시가스
A267320,나인테크
A267790,배럴
A267850,아시아나IDT
A267980,매일유업
A268280,미원에스씨
A268600,셀리버리
A269620,시스웍
A270520,지엔원에너지
A270870,뉴트리
A271560,오리온
A271740,한국제5호스팩
A271980,제일약품
A272110,케이엔제이
A272210,한화시스템
A272290,이녹스첨단소재
A272450,진에어
A272550,삼양패키징
A273060,와이즈버즈
A274090,켄코아에어로스페이스
A275630,에스에스알
A276920,IBKS제7호스팩
A277070,린드먼아시아
A277410,인산가
A277480,신한제4호스팩
A277880,티에스아이
A278280,천보
A278650,노터스
A279410,한화에이스스팩4호
A279600,미디어젠
A280360,롯데제과
A281410,한국제6호스팩
A281740,레이크머티리얼즈
A281820,케이씨텍
A282330,BGF리테일
A282690,동아타이어
A282880,코윈테크
A284620,카이노스메드
A284740,쿠쿠홈시스
A285130,SK케미칼
A285490,노바텍
A286750,나노브릭
A286940,롯데정보통신
A287410,유안타제3호스팩
A288330,브릿지바이오테라퓨틱스
A288620,에스퓨얼셀
A289010,아이스크림에듀
A289080,SV인베스트먼트
A290120,대유에이피
A290270,휴네시온
A290380,대유
A290510,코리아센터
A290520,신도기연
A290550,디케이티
A290650,엘앤씨바이오
A290660,네오펙트
A290670,대보마그네틱
A290720,푸드나무
A290740,액트로
A291210,한국제7호스팩
A291230,삼성스팩2호
A291650,압타머사이언스
A293480,하나제약
A293490,카카오게임즈
A293580,나우IB
A293780,압타바이오
A294090,이오플로우
A294140,레몬
A294630,서남
A294870,HDC현대산업개발
A297090,씨에스베어링
A297570,알로이스
A297890,엘이티
A298000,효성화학
A298020,효성티앤씨
A298040,효성중공업
A298050,효성첨단소재
A298060,에스씨엠생명과학
A298380,에이비엘바이오
A298540,더네이쳐홀딩스
A298690,에어부산
A299170,IBKS제10호스팩
A299660,셀리드
A299900,위지윅스튜디오
A299910,베스파
A300080,플리토
A300120,라온피플
A300720,한일시멘트
A302430,이노메트리
A302550,리메드
A303030,지니틱스
A304100,솔트룩스
A305090,마이크로디지탈
A306040,에스제이그룹
A306200,세아제강
A306620,네온테크
A307070,SK4호스팩
A307160,하나머스트제6호스팩
A307180,아이엘사이언스
A307280,교보8호스팩
A307750,대신밸런스제6호스팩
A307870,상상인이안1호스팩
A307930,컴퍼니케이
A307950,현대오토에버
A308100,까스텔바작
A308170,센트랄모텍
A309930,삼성머스트스팩3호
A310200,애니플러스
A310840,엔에이치스팩13호
A310870,한국제8호스팩
A311270,키움제5호스팩
A311390,네오크레마
A311690,천랩
A312610,에이에프더블류
A313750,유안타제4호스팩
A313760,윌링스
A316140,우리금융지주
A317030,케이비17호스팩
A317120,라닉스
A317240,하이제4호스팩
A317320,한화에스비아이스팩
A317330,덕산테코피아
A317400,자이에스앤디
A317530,캐리소프트
A317770,슈프리마아이디
A317830,에스피시스템스
A317850,대모
A317870,엔바이오니아
A318000,한국바이오젠
A318010,팜스빌
A318410,비비씨
A319400,엔에이치스팩14호
A319660,피에스케이
A320000,윈텍
A321260,유진스팩4호
A321550,티움바이오
A322000,현대에너지솔루션
A322180,티라유텍
A322510,제이엘케이
A322780,DB금융스팩7호
A323210,이베스트이안스팩1호
A323230,신한제5호스팩
A323280,신영스팩5호
A323940,케이비제18호스팩
A323990,박셀바이오
A326030,SK바이오팜
A327260,메탈라이프
A328380,미래에셋대우스팩3호
A329560,상상인이안제2호스팩
A330350,위더스제약
A330990,케이비제19호스팩
A331380,유진스팩5호
A331520,교보9호스팩
A331920,셀레믹스
A332290,대신밸런스제7호스팩
A332370,아이디피
A332570,와이팜
A332710,하나금융14호스팩
A333050,신한제6호스팩
A333430,미래에셋대우스팩4호
A335870,IBKS제12호스팩
A335890,IBKS제11호스팩
A336060,유안타제5호스팩
A336260,두산퓨얼셀
A336370,두산솔루스
A336570,대신밸런스제8호스팩
A337450,SK5호스팩
A337930,브랜드엑스코퍼레이션
A339950,엔에이치스팩15호
A340120,하이제5호스팩
A340350,SK6호스팩
A340360,유안타제6호스팩
A340440,한화플러스제1호스팩
A341160,하나금융15호스팩
A342550,케이비제20호스팩
A343510,하나금융16호스팩
A344050,신영스팩6호
A344820,케이씨씨글라스
A347140,케이프이에스제4호
A347740,피엔케이피부임상연구센타
A347770,핌스
A347890,엠투아이
A349720,이베스트스팩5호
A351320,IBKS제14호스팩
A351340,IBKS제13호스팩
A353070,에이치엠씨제4호스팩
A353190,엔에이치스팩16호
A353200,대덕전자
A353490,미래에셋대우스팩5호
A353810,이지바이오
A355150,교보10호스팩
A357120,코람코에너지플러스리츠
A357780,솔브레인
A359090,엔에이치기업인수목적17호
A900040,차이나그레이트
A900070,글로벌에스엠
A900080,에스앤씨엔진그룹
A900090,차이나하오란
A900100,뉴프라이드
A900110,이스트아시아홀딩스
A900120,씨케이에이치
A900140,엘브이엠씨홀딩스
A900250,크리스탈신소재
A900260,로스웰
A900270,헝셩그룹
A900280,골든센츄리
A900290,GRT
A900300,오가닉티코스메틱
A900310,컬러레이
A900340,윙입푸드
A950110,SBI핀테크솔루션즈
A950130,엑세스바이오
A950140,잉글우드랩
A950160,코오롱티슈진
A950170,JTC
A950180,SNK
A950190,미투젠
A950200,소마젠(Reg.S)
